SRR873382	SRR873383	SRR873384	SRR873385	SRR873386	SRR873387	SRR873388	SRR873389
hsa-miR-6508-3p	20	21	15	17	25	27	24	37
hsa-miR-6508-5p	0	2	1	0	1	1	2	1
hsa-miR-6509-3p	2	0	0	1	1	1	1	0
hsa-miR-6509-5p	11	9	9	10	10	13	11	20
hsa-miR-651-3p	1	0	0	1	0	0	0	0
hsa-miR-651-5p	110	112	121	102	101	89	72	69
hsa-miR-6510-3p	29	26	14	38	93	66	59	60
hsa-miR-6510-5p	0	0	0	1	0	2	0	0
hsa-miR-6511a-3p	78	65	39	35	52	31	76	69
hsa-miR-6511a-5p	19	12	35	10	11	12	6	7
hsa-miR-6511b-3p	44	50	55	39	39	29	40	44
hsa-miR-6511b-5p	4	5	16	3	2	11	5	1
hsa-miR-6512-3p	1	0	0	0	0	0	0	0
hsa-miR-6512-5p	0	0	0	0	0	0	0	0
hsa-miR-6513-3p	0	0	1	0	3	1	1	0
hsa-miR-6513-5p	0	0	0	0	0	0	0	0
hsa-miR-6514-3p	3	5	2	4	1	1	1	0
hsa-miR-6514-5p	94	74	62	88	80	142	116	136
hsa-miR-6515-3p	6	2	4	4	5	10	4	9
hsa-miR-6515-5p	20	34	15	20	17	15	7	15
hsa-miR-6516-3p	12	7	6	8	14	16	8	10
hsa-miR-6516-5p	29	24	21	8	9	10	5	11
hsa-miR-652-3p	7877	9997	7831	6330	7050	10666	7835	8668
hsa-miR-652-5p	7	9	18	8	3	10	2	0
hsa-miR-653-3p	612	738	1121	299	324	341	296	224
hsa-miR-653-5p	2280	2190	1340	1745	1908	1458	1632	1481
hsa-miR-654-3p	2	1	4	1	1	1	0	0
hsa-miR-654-5p	0	2	0	1	0	2	0	0
hsa-miR-655-3p	0	0	1	1	0	0	1	0
hsa-miR-655-5p	0	0	0	0	0	0	0	0
hsa-miR-656-3p	0	0	0	0	0	0	0	0
hsa-miR-656-5p	0	0	0	0	0	0	0	0
hsa-miR-657	0	1	0	0	0	2	0	0
hsa-miR-658	3	2	1	1	0	2	2	1
hsa-miR-659-3p	3	6	1	1	1	6	1	1
hsa-miR-659-5p	50	43	19	52	77	98	72	93
hsa-miR-660-3p	6	4	1	0	1	1	0	3
hsa-miR-660-5p	567	469	444	267	289	335	260	235
hsa-miR-661	0	1	0	0	1	0	0	0
hsa-miR-662	0	0	0	0	0	1	0	0
hsa-miR-663a	0	3	1	0	2	2	1	0
hsa-miR-663b	0	0	0	0	0	0	2	1
hsa-miR-664a-3p	23	15	30	8	27	8	9	11
hsa-miR-664a-5p	135	143	155	101	125	147	107	135
hsa-miR-664b-3p	0	2	1	1	0	0	1	1
hsa-miR-664b-5p	74	77	72	70	52	88	59	71
hsa-miR-665	0	0	0	0	0	0	0	0
hsa-miR-668-3p	0	0	0	0	0	0	0	0
hsa-miR-668-5p	0	0	0	0	0	0	0	0
hsa-miR-670-3p	0	0	0	0	0	0	0	0
hsa-miR-670-5p	0	0	0	0	0	0	0	0
hsa-miR-671-3p	304	224	121	196	226	252	326	300
hsa-miR-671-5p	13910	17772	13624	12395	7898	14364	7304	7526
hsa-miR-6715a-3p	0	4	5	4	3	8	1	1
hsa-miR-6715b-3p	1	0	0	1	1	0	0	1
hsa-miR-6715b-5p	0	0	0	0	0	0	0	0
hsa-miR-6716-3p	44	28	20	30	23	22	39	48
hsa-miR-6716-5p	0	0	0	1	0	0	0	0
hsa-miR-6717-5p	1	0	0	0	1	2	3	1
hsa-miR-6718-5p	0	0	0	0	0	0	0	1
hsa-miR-6719-3p	0	0	0	0	0	0	0	0
hsa-miR-6720-3p	0	0	0	1	0	0	0	0
hsa-miR-6720-5p	0	0	0	0	0	0	0	0
hsa-miR-6721-5p	30	23	39	12	16	12	9	12
hsa-miR-6722-3p	0	0	0	0	0	0	0	0
hsa-miR-6722-5p	0	0	0	0	0	0	0	0
hsa-miR-6723-5p	8	23	3	13	4	5	8	14
hsa-miR-6726-3p	4	4	3	0	2	1	8	6
hsa-miR-6726-5p	6	6	3	5	5	2	1	2
hsa-miR-6727-3p	0	0	0	0	0	0	0	0
hsa-miR-6727-5p	7	5	3	3	0	2	1	0
hsa-miR-6728-3p	0	0	0	0	0	0	0	0
hsa-miR-6728-5p	5	6	4	7	3	8	4	10
hsa-miR-6729-3p	2	1	0	0	0	0	0	0
hsa-miR-6729-5p	0	1	0	0	1	0	0	0
hsa-miR-6730-3p	0	0	0	0	0	1	0	0
hsa-miR-6730-5p	0	0	3	0	0	0	2	0
hsa-miR-6731-3p	0	0	0	0	0	0	0	0
hsa-miR-6731-5p	0	0	0	0	0	0	0	0
hsa-miR-6732-3p	2	2	1	1	0	2	2	1
hsa-miR-6732-5p	0	2	1	0	1	1	0	0
hsa-miR-6733-3p	2	2	1	4	3	2	2	4
hsa-miR-6733-5p	2	1	0	0	2	1	1	0
hsa-miR-6734-3p	0	1	2	0	0	0	1	1
hsa-miR-6734-5p	19	22	4	12	9	10	2	7
hsa-miR-6735-3p	0	3	0	1	1	0	0	1
hsa-miR-6735-5p	7	5	8	0	7	3	2	0
hsa-miR-6736-3p	1	0	1	0	1	0	1	3
hsa-miR-6736-5p	22	23	20	17	8	11	6	12
hsa-miR-6737-3p	21	17	7	13	10	8	16	26
hsa-miR-6737-5p	11	3	2	3	1	1	4	4
hsa-miR-6738-3p	1	3	0	2	0	2	2	1
hsa-miR-6738-5p	0	0	0	0	0	0	0	1
hsa-miR-6739-3p	7	4	3	0	4	7	8	5
hsa-miR-6739-5p	2	5	0	5	2	6	1	2
hsa-miR-6740-3p	0	0	0	4	0	0	0	0
hsa-miR-6740-5p	6	3	7	2	2	6	0	2
hsa-miR-6741-3p	8	5	5	5	7	6	6	14
hsa-miR-6741-5p	0	5	2	0	0	1	0	0
hsa-miR-6742-3p	25	11	6	12	23	37	20	14
hsa-miR-6742-5p	0	1	0	0	1	0	1	1
hsa-miR-6743-3p	0	0	0	0	0	1	0	1
hsa-miR-6743-5p	0	0	1	0	0	0	0	0
hsa-miR-6744-3p	21	22	18	25	28	28	32	31
hsa-miR-6744-5p	79	91	61	83	111	180	125	118
hsa-miR-6745	0	2	0	1	0	0	1	0
hsa-miR-6746-3p	1	0	1	1	0	0	0	1
hsa-miR-6746-5p	0	0	3	0	0	0	0	0
hsa-miR-6747-3p	34	26	22	30	33	38	63	57
hsa-miR-6747-5p	2	12	0	5	1	7	1	5
hsa-miR-6748-3p	1	0	4	0	3	0	0	1
hsa-miR-6748-5p	3	8	1	1	1	1	0	0
hsa-miR-6749-3p	3	0	0	2	0	1	0	1
hsa-miR-6749-5p	0	0	0	2	2	1	0	2
hsa-miR-675-3p	452	453	499	348	288	434	392	442
hsa-miR-675-5p	57	69	57	28	13	37	18	24
hsa-miR-6750-3p	4	2	0	2	3	5	1	3
hsa-miR-6750-5p	8	7	5	3	6	10	2	3
hsa-miR-6751-3p	3	4	1	2	1	0	4	0
hsa-miR-6751-5p	7	26	3	5	0	2	4	3
hsa-miR-6752-3p	0	1	0	0	0	0	1	0
hsa-miR-6752-5p	0	0	2	1	0	0	2	1
hsa-miR-6753-3p	3	4	1	2	2	6	2	6
hsa-miR-6753-5p	2	1	2	0	0	1	0	0
hsa-miR-6754-3p	2	2	1	4	1	4	3	3
hsa-miR-6754-5p	0	1	1	3	1	4	0	2
hsa-miR-6755-3p	1	2	0	0	1	1	2	2
hsa-miR-6755-5p	25	17	12	23	24	37	30	16
hsa-miR-6756-3p	0	0	0	0	0	0	0	0
hsa-miR-6756-5p	0	1	0	0	0	0	0	0
hsa-miR-6757-3p	0	0	0	0	0	0	0	0
hsa-miR-6757-5p	1	0	0	0	0	1	0	0
hsa-miR-6758-3p	4	1	2	0	2	1	10	2
hsa-miR-6758-5p	10	4	5	6	6	5	1	0
hsa-miR-6759-3p	0	0	0	0	0	1	0	3
hsa-miR-6759-5p	2	3	2	2	2	5	0	1
hsa-miR-676-3p	25	18	13	22	29	29	25	24
hsa-miR-676-5p	12	9	9	5	10	9	9	9
hsa-miR-6760-3p	0	0	0	0	0	0	0	0
hsa-miR-6760-5p	0	0	0	0	0	0	0	0
hsa-miR-6761-3p	0	0	0	0	0	0	0	0
hsa-miR-6761-5p	0	0	0	0	1	1	0	2
hsa-miR-6762-3p	7	4	2	1	3	4	3	9
hsa-miR-6762-5p	0	0	0	0	0	0	0	0
hsa-miR-6763-3p	1	0	0	0	0	0	0	0
hsa-miR-6763-5p	17	26	15	12	7	11	6	6
hsa-miR-6764-3p	3	5	1	2	0	7	0	1
hsa-miR-6764-5p	5	2	4	4	3	9	0	3
hsa-miR-6765-3p	3	1	1	0	0	2	0	2
hsa-miR-6765-5p	0	1	0	1	2	2	1	0
hsa-miR-6766-3p	4	4	5	3	2	1	2	1
hsa-miR-6766-5p	3	1	0	0	0	3	0	2
hsa-miR-6767-3p	0	0	0	0	1	0	1	0
hsa-miR-6767-5p	1	3	4	2	1	2	0	0
hsa-miR-6768-3p	0	0	0	0	0	0	0	0
hsa-miR-6768-5p	4	15	5	4	0	0	1	4
hsa-miR-6769a-3p	0	0	0	0	0	0	0	0
hsa-miR-6769a-5p	2	0	1	0	0	0	0	0
hsa-miR-6769b-3p	1	0	1	2	1	0	0	2
hsa-miR-6769b-5p	0	0	0	0	0	0	1	0
hsa-miR-6770-3p	2	1	1	3	0	0	5	2
hsa-miR-6770-5p	2	6	5	0	1	0	0	1
hsa-miR-6771-3p	0	0	0	0	0	0	0	0
hsa-miR-6771-5p	0	1	0	0	0	0	0	0
hsa-miR-6772-3p	0	0	0	0	0	0	0	0
hsa-miR-6772-5p	0	0	0	0	0	0	0	0
hsa-miR-6773-3p	4	3	2	2	1	1	2	2
hsa-miR-6773-5p	55	66	21	22	32	45	44	48
hsa-miR-6774-3p	0	0	0	0	0	0	0	0
hsa-miR-6774-5p	1	0	0	0	0	0	0	0
hsa-miR-6775-3p	2	3	2	0	0	1	1	4
hsa-miR-6775-5p	1	0	0	2	1	0	0	0
hsa-miR-6776-3p	0	0	1	0	0	0	0	1
hsa-miR-6776-5p	1	8	2	1	3	0	1	0
hsa-miR-6777-3p	3	1	3	2	2	1	0	2
hsa-miR-6777-5p	42	50	57	27	16	20	14	25
hsa-miR-6778-3p	0	0	0	0	0	0	1	0
hsa-miR-6778-5p	0	2	1	2	0	1	0	0
hsa-miR-6779-3p	0	0	0	0	0	0	0	0
hsa-miR-6779-5p	9	17	2	10	8	7	5	11
hsa-miR-6780a-3p	0	1	0	0	0	0	0	0
hsa-miR-6780a-5p	8	2	6	4	2	7	0	4
hsa-miR-6780b-3p	0	0	0	0	0	0	0	0
hsa-miR-6780b-5p	2	4	3	2	2	1	0	1
hsa-miR-6781-3p	1	0	0	0	0	0	1	0
hsa-miR-6781-5p	1	4	1	1	0	1	1	0
hsa-miR-6782-3p	0	0	0	0	0	0	0	1
hsa-miR-6782-5p	5	4	0	3	1	1	2	0
hsa-miR-6783-3p	4	6	3	5	5	11	19	11
hsa-miR-6783-5p	18	30	10	21	30	36	25	19
hsa-miR-6784-3p	4	3	1	2	1	2	1	2
hsa-miR-6784-5p	0	3	0	0	0	3	1	0
hsa-miR-6785-3p	0	0	0	0	0	0	1	0
hsa-miR-6785-5p	8	14	15	11	5	5	7	2
hsa-miR-6786-3p	10	3	7	6	9	4	10	4
hsa-miR-6786-5p	0	0	0	0	0	0	0	0
hsa-miR-6787-3p	1	0	0	0	2	1	2	1
hsa-miR-6787-5p	1	0	1	0	0	0	0	0
hsa-miR-6788-3p	0	0	0	0	0	0	0	0
hsa-miR-6788-5p	0	1	0	0	0	0	0	0
hsa-miR-6789-3p	3	2	0	2	2	2	2	1
hsa-miR-6789-5p	20	14	9	8	8	11	7	5
hsa-miR-6790-3p	1	3	0	0	0	0	1	0
hsa-miR-6790-5p	1	1	1	0	3	0	1	0
hsa-miR-6791-3p	6	1	2	3	6	6	5	5
hsa-miR-6791-5p	0	1	0	0	0	2	0	0
hsa-miR-6792-3p	0	0	0	0	2	0	0	0
hsa-miR-6792-5p	0	0	1	0	1	0	0	0
hsa-miR-6793-3p	0	0	1	0	0	0	1	2
hsa-miR-6793-5p	9	13	3	5	5	14	3	4
hsa-miR-6794-3p	3	2	4	5	2	1	1	7
hsa-miR-6794-5p	6	9	2	4	5	6	6	5
hsa-miR-6795-3p	3	0	2	2	0	0	1	0
hsa-miR-6795-5p	16	27	13	13	13	11	5	5
hsa-miR-6796-3p	0	1	0	0	0	0	0	0
hsa-miR-6796-5p	0	3	1	1	1	1	2	1
hsa-miR-6797-3p	2	1	1	0	1	0	2	4
hsa-miR-6797-5p	5	5	4	6	2	3	0	0
hsa-miR-6798-3p	5	3	3	7	11	10	11	0
hsa-miR-6798-5p	1	0	0	0	0	1	0	0
hsa-miR-6799-3p	2	1	2	3	6	1	3	3
hsa-miR-6799-5p	19	16	9	5	4	8	2	1
hsa-miR-6800-3p	3	0	0	2	0	1	1	1
hsa-miR-6800-5p	5	5	1	6	4	8	5	1
hsa-miR-6801-3p	0	1	0	1	0	0	0	1
hsa-miR-6801-5p	4	1	6	2	4	2	4	4
hsa-miR-6802-3p	9	17	6	10	8	6	15	24
hsa-miR-6802-5p	3	3	2	1	1	1	1	2
hsa-miR-6803-3p	3	1	1	1	1	2	1	2
hsa-miR-6803-5p	0	3	0	0	0	1	1	0
hsa-miR-6804-3p	1	0	0	0	0	0	0	0
hsa-miR-6804-5p	13	26	17	8	6	13	13	9
hsa-miR-6805-3p	1	1	0	0	0	3	1	1
hsa-miR-6805-5p	22	24	29	16	15	19	9	10
hsa-miR-6806-3p	9	22	10	19	11	13	7	8
hsa-miR-6806-5p	0	0	0	0	0	0	0	0
hsa-miR-6807-3p	3	2	1	2	0	1	1	0
hsa-miR-6807-5p	45	47	19	37	44	55	38	56
hsa-miR-6808-3p	8	7	5	6	7	14	9	9
hsa-miR-6808-5p	1	0	0	0	0	0	0	0
hsa-miR-6809-3p	1	0	0	0	0	0	0	0
hsa-miR-6809-5p	0	0	0	1	0	0	0	0
hsa-miR-6810-3p	1	1	2	2	0	0	1	1
hsa-miR-6810-5p	18	15	8	5	4	10	9	10
hsa-miR-6811-3p	7	5	3	3	5	11	8	12
hsa-miR-6811-5p	50	35	35	28	14	24	28	17
hsa-miR-6812-3p	6	3	1	0	1	0	0	2
hsa-miR-6812-5p	6	9	1	5	1	1	0	1
hsa-miR-6813-3p	1	1	1	1	0	0	1	2
hsa-miR-6813-5p	6	10	2	4	4	2	2	4
hsa-miR-6814-3p	2	1	6	0	0	1	1	1
hsa-miR-6814-5p	0	0	1	0	0	0	0	0
hsa-miR-6815-3p	7	8	3	4	8	5	6	7
hsa-miR-6815-5p	21	40	14	16	8	23	15	14
hsa-miR-6816-3p	3	1	3	1	3	1	2	5
hsa-miR-6816-5p	0	0	0	0	0	0	0	1
hsa-miR-6817-3p	1	0	0	1	1	2	1	8
hsa-miR-6817-5p	2	0	1	1	0	3	0	1
hsa-miR-6818-3p	12	7	5	6	6	9	17	10
hsa-miR-6818-5p	7	6	7	3	4	4	1	2
hsa-miR-6819-3p	2	1	4	1	0	1	1	0
hsa-miR-6819-5p	0	4	0	1	2	0	0	2
hsa-miR-6820-3p	8	11	11	5	9	6	9	4
hsa-miR-6820-5p	5	1	4	1	1	2	0	3
hsa-miR-6821-3p	0	1	0	1	0	1	1	0
hsa-miR-6821-5p	5	3	1	0	0	1	1	2
hsa-miR-6822-3p	0	0	0	0	0	0	0	0
hsa-miR-6822-5p	1	2	1	0	0	3	0	1
hsa-miR-6823-3p	0	0	0	2	1	3	0	1
hsa-miR-6823-5p	3	3	3	7	7	6	13	3
hsa-miR-6824-3p	0	2	0	0	0	0	1	1
hsa-miR-6824-5p	2	2	1	3	0	1	0	0
hsa-miR-6825-3p	1	0	0	0	1	3	0	0
hsa-miR-6825-5p	27	17	11	8	14	27	6	16
hsa-miR-6826-3p	1	2	3	2	1	1	0	0
hsa-miR-6826-5p	11	10	11	3	6	15	7	6
hsa-miR-6827-3p	0	0	0	0	0	2	0	0
hsa-miR-6827-5p	6	14	3	4	0	4	2	1
hsa-miR-6828-3p	0	0	0	0	0	0	0	0
hsa-miR-6828-5p	0	0	0	0	0	0	0	0
hsa-miR-6829-3p	0	0	0	0	0	0	0	0
hsa-miR-6829-5p	11	11	4	11	4	18	5	8
hsa-miR-6830-3p	2	1	1	1	1	1	0	2
hsa-miR-6830-5p	1	1	1	0	0	3	0	0
hsa-miR-6831-3p	0	0	0	0	0	0	0	0
hsa-miR-6831-5p	2	4	0	2	1	2	1	0
hsa-miR-6832-3p	7	1	2	0	1	1	6	2
hsa-miR-6832-5p	20	20	8	6	8	4	3	8
hsa-miR-6833-3p	0	1	0	0	0	0	0	1
hsa-miR-6833-5p	8	3	4	1	0	0	0	0
hsa-miR-6834-3p	0	0	0	0	0	0	2	0
hsa-miR-6834-5p	6	5	0	0	3	6	6	2
hsa-miR-6835-3p	0	0	0	0	0	0	0	0
hsa-miR-6835-5p	3	2	0	1	1	0	2	0
hsa-miR-6836-3p	0	0	0	0	0	1	0	0
hsa-miR-6836-5p	3	3	3	1	3	2	2	4
hsa-miR-6837-3p	4	7	1	6	2	6	4	8
hsa-miR-6837-5p	4	2	4	0	3	2	5	0
hsa-miR-6838-3p	1	0	0	0	0	0	0	0
hsa-miR-6838-5p	0	0	0	0	0	0	0	0
hsa-miR-6839-3p	1	6	5	4	7	11	1	14
hsa-miR-6839-5p	5	10	5	10	8	23	14	14
hsa-miR-6840-3p	5	7	6	5	7	13	10	8
hsa-miR-6840-5p	4	0	3	2	0	1	1	0
hsa-miR-6841-3p	0	0	0	0	0	0	0	0
hsa-miR-6841-5p	0	0	0	0	0	0	0	0
hsa-miR-6842-3p	4	7	4	6	7	12	4	7
hsa-miR-6842-5p	0	0	0	0	0	0	1	0
hsa-miR-6843-3p	0	0	0	2	5	2	0	2
hsa-miR-6844	52	35	40	9	19	18	12	12
hsa-miR-6845-3p	0	4	1	0	1	0	0	0
hsa-miR-6845-5p	1	1	0	1	0	2	1	2
hsa-miR-6846-3p	0	0	1	0	0	0	0	0
hsa-miR-6846-5p	5	4	0	1	0	3	0	3
hsa-miR-6847-3p	0	0	0	0	2	1	2	1
hsa-miR-6847-5p	17	22	20	10	11	15	11	11
hsa-miR-6848-3p	0	0	0	0	1	0	0	0
hsa-miR-6848-5p	2	13	2	1	0	3	0	0
hsa-miR-6849-3p	1	1	1	0	0	0	0	0
hsa-miR-6849-5p	1	2	2	1	1	0	1	0
hsa-miR-6850-3p	0	0	1	0	1	0	0	0
hsa-miR-6850-5p	128	183	62	117	94	192	163	147
hsa-miR-6851-3p	5	3	6	1	6	5	0	4
hsa-miR-6851-5p	8	6	4	2	5	10	0	1
hsa-miR-6852-3p	0	0	0	0	0	0	0	0
hsa-miR-6852-5p	2	2	3	1	2	1	3	2
hsa-miR-6853-3p	4	3	5	7	3	13	11	3
hsa-miR-6853-5p	0	0	0	0	0	0	0	0
hsa-miR-6854-3p	5	4	1	1	1	1	0	2
hsa-miR-6854-5p	10	5	1	4	2	1	2	3
hsa-miR-6855-3p	9	8	2	0	1	1	4	2
hsa-miR-6855-5p	1	6	1	0	0	3	0	0
hsa-miR-6856-3p	1	0	1	0	0	1	0	0
hsa-miR-6856-5p	5	1	0	2	2	2	1	3
hsa-miR-6857-3p	13	6	4	5	17	15	13	20
hsa-miR-6857-5p	1	0	0	0	0	2	0	1
hsa-miR-6858-3p	0	0	1	1	0	0	0	0
hsa-miR-6858-5p	6	4	6	7	0	7	4	1
hsa-miR-6859-3p	0	0	0	1	0	2	0	1
hsa-miR-6859-5p	7	12	2	8	17	14	15	8
hsa-miR-6860	122	166	50	93	74	98	86	114
hsa-miR-6861-3p	0	0	2	0	0	0	3	0
hsa-miR-6861-5p	1	2	0	0	0	0	1	0
hsa-miR-6862-3p	1	1	2	0	1	2	1	0
hsa-miR-6862-5p	42	28	24	29	30	17	25	24
hsa-miR-6863	0	0	0	0	0	0	0	0
hsa-miR-6864-3p	0	0	0	0	0	0	0	0
hsa-miR-6864-5p	2	0	0	1	2	0	0	1
hsa-miR-6865-3p	0	0	0	1	1	0	0	0
hsa-miR-6865-5p	0	2	6	0	1	1	1	1
hsa-miR-6866-3p	1	1	0	2	1	0	1	2
hsa-miR-6866-5p	10	2	15	7	7	8	3	4
hsa-miR-6867-3p	0	0	0	0	0	0	0	0
hsa-miR-6867-5p	18	8	5	7	8	18	12	15
hsa-miR-6868-3p	24	19	11	28	24	42	42	64
hsa-miR-6868-5p	0	0	0	0	0	0	0	0
hsa-miR-6869-3p	0	0	0	0	0	0	0	0
hsa-miR-6869-5p	2	1	4	0	0	0	1	1
hsa-miR-6870-3p	0	0	0	0	0	0	0	2
hsa-miR-6870-5p	0	0	0	0	0	0	0	0
hsa-miR-6871-3p	2	1	1	0	2	0	1	1
hsa-miR-6871-5p	51	83	19	31	16	19	13	25
hsa-miR-6872-3p	0	0	0	0	0	0	0	0
hsa-miR-6872-5p	3	7	5	5	2	0	3	0
hsa-miR-6873-3p	1	1	1	0	1	1	0	2
hsa-miR-6873-5p	4	1	0	0	0	0	0	0
hsa-miR-6874-3p	0	0	0	0	0	1	3	1
hsa-miR-6874-5p	1	1	3	3	4	2	5	4
hsa-miR-6875-3p	1	1	0	1	1	0	0	0
hsa-miR-6875-5p	36	29	8	21	36	44	36	44
hsa-miR-6876-3p	1	0	0	0	0	0	0	0
hsa-miR-6876-5p	1	3	1	2	1	0	0	1
hsa-miR-6877-3p	1	0	0	0	0	2	0	0
hsa-miR-6877-5p	45	64	38	25	38	43	18	39
hsa-miR-6878-3p	1	0	1	0	0	1	0	1
hsa-miR-6878-5p	0	3	1	3	3	0	4	2
hsa-miR-6879-3p	1	0	0	0	0	0	1	2
hsa-miR-6879-5p	0	0	0	0	0	0	0	0
hsa-miR-6880-3p	1	0	0	0	2	0	2	1
hsa-miR-6880-5p	1	2	4	3	1	3	2	1
hsa-miR-6881-3p	1	0	0	0	0	0	0	0
hsa-miR-6881-5p	1	1	1	0	0	1	0	0
hsa-miR-6882-3p	4	0	2	0	5	2	8	6
hsa-miR-6882-5p	15	14	16	8	20	13	9	10
hsa-miR-6883-3p	1	0	0	0	0	0	0	0
hsa-miR-6883-5p	0	0	1	0	0	1	1	0
hsa-miR-6884-3p	0	0	0	0	1	0	0	0
hsa-miR-6884-5p	4	12	2	9	7	13	4	6
hsa-miR-6885-3p	0	2	3	2	0	0	0	4
hsa-miR-6885-5p	11	23	3	4	7	9	3	6
hsa-miR-6886-3p	0	0	2	0	2	3	0	1
hsa-miR-6886-5p	10	34	7	11	16	12	16	15
hsa-miR-6887-3p	2	0	3	4	3	0	4	2
hsa-miR-6887-5p	15	14	11	8	10	16	7	6
hsa-miR-6888-3p	2	4	0	3	5	7	4	2
hsa-miR-6888-5p	0	0	1	0	1	0	0	0
hsa-miR-6889-3p	4	3	2	4	3	5	5	3
hsa-miR-6889-5p	2	7	2	2	1	1	1	0
hsa-miR-6890-3p	0	0	0	0	0	0	0	0
hsa-miR-6890-5p	4	5	1	1	0	3	3	0
hsa-miR-6891-3p	0	0	0	0	0	0	0	0
hsa-miR-6891-5p	4	5	11	5	6	13	2	8
hsa-miR-6892-3p	0	1	0	1	0	0	0	0
hsa-miR-6892-5p	46	75	8	31	26	39	24	34
hsa-miR-6893-3p	0	0	0	0	0	0	0	0
hsa-miR-6893-5p	3	2	3	1	1	1	1	1
hsa-miR-6894-3p	6	2	2	1	2	2	1	3
hsa-miR-6894-5p	15	25	13	23	15	17	9	11
hsa-miR-6895-3p	2	2	3	2	1	1	1	1
hsa-miR-6895-5p	4	6	5	0	3	2	4	4
hsa-miR-7-1-3p	104	80	118	41	34	29	36	44
hsa-miR-7-2-3p	0	0	0	0	0	0	0	0
hsa-miR-7-5p	20736	10079	29598	12303	7748	6571	4878	5582
hsa-miR-708-3p	169	143	119	125	161	225	179	185
hsa-miR-708-5p	1352	1304	1633	1052	1077	1293	1223	1335
hsa-miR-7106-3p	6	0	2	0	0	3	4	3
hsa-miR-7106-5p	6	18	6	9	3	13	4	2
hsa-miR-7107-3p	5	4	4	5	11	7	13	22
hsa-miR-7107-5p	0	3	0	0	0	0	2	0
hsa-miR-7108-3p	1	1	0	0	0	0	0	0
hsa-miR-7108-5p	1	2	1	1	0	0	1	0
hsa-miR-7109-3p	1	2	0	0	0	0	1	1
hsa-miR-7109-5p	2	2	0	0	0	0	0	1
hsa-miR-711	0	0	0	0	0	0	0	0
hsa-miR-7110-3p	1	0	0	3	0	2	1	3
hsa-miR-7110-5p	4	9	2	0	1	4	0	1
hsa-miR-7111-3p	2	4	0	6	4	4	6	1
hsa-miR-7111-5p	8	7	6	2	2	4	3	1
hsa-miR-7112-3p	5	3	2	1	2	2	3	1
hsa-miR-7112-5p	2	3	0	0	1	2	0	1
hsa-miR-7113-3p	0	1	0	0	0	1	0	1
hsa-miR-7113-5p	8	5	9	2	6	2	5	5
hsa-miR-7114-3p	3	2	1	0	0	1	1	2
hsa-miR-7114-5p	2	2	1	1	1	1	0	0
hsa-miR-7150	0	0	0	0	0	0	0	0
hsa-miR-7151-3p	1	1	2	2	0	1	1	1
hsa-miR-7151-5p	1	1	0	1	0	4	1	0
hsa-miR-7152-3p	0	0	0	0	0	0	0	0
hsa-miR-7152-5p	0	0	0	0	0	0	0	0
hsa-miR-7153-3p	0	0	0	0	0	0	0	0
hsa-miR-7153-5p	0	0	0	0	0	0	0	0
hsa-miR-7154-3p	0	0	0	0	0	0	0	0
hsa-miR-7154-5p	0	0	0	0	0	0	0	0
hsa-miR-7155-3p	4	1	0	0	5	1	4	5
hsa-miR-7155-5p	1	4	0	1	6	2	1	3
hsa-miR-7156-3p	1	0	0	0	0	0	0	0
hsa-miR-7156-5p	1	0	0	1	0	0	0	0
hsa-miR-7157-3p	0	0	0	0	0	1	0	0
hsa-miR-7157-5p	1	0	2	4	3	0	4	0
hsa-miR-7158-3p	0	0	0	0	0	3	0	1
hsa-miR-7158-5p	0	0	0	0	0	0	0	0
hsa-miR-7159-3p	0	0	0	0	0	0	0	0
hsa-miR-7159-5p	0	0	0	0	0	0	0	0
hsa-miR-7160-3p	0	0	0	0	0	0	0	0
hsa-miR-7160-5p	0	0	0	0	0	0	0	0
hsa-miR-7161-3p	0	0	0	0	0	0	0	0
hsa-miR-7161-5p	0	0	0	0	0	0	0	0
hsa-miR-7162-3p	0	0	0	0	0	0	0	0
hsa-miR-7162-5p	0	0	0	0	0	0	0	0
hsa-miR-718	0	1	0	0	0	0	0	0
hsa-miR-744-3p	155	134	83	90	76	59	76	109
hsa-miR-744-5p	23381	28562	16707	16218	12009	16144	13299	14397
hsa-miR-7515	0	0	0	0	0	0	0	0
hsa-miR-758-3p	2	0	0	1	0	0	0	0
hsa-miR-758-5p	0	0	0	0	0	0	0	0
hsa-miR-759	0	0	0	0	0	0	0	0
hsa-miR-760	595	1033	330	444	341	753	393	432
hsa-miR-761	0	0	0	0	0	0	0	0
hsa-miR-762	0	0	0	0	1	0	0	0
hsa-miR-764	0	0	0	0	0	0	0	0
hsa-miR-7641	1	3	1	1	2	1	3	2
hsa-miR-765	38	45	25	45	44	49	30	32
hsa-miR-766-3p	2	6	1	4	3	1	5	8
hsa-miR-766-5p	0	0	0	0	0	0	0	0
hsa-miR-767-3p	5	5	0	5	0	2	2	5
hsa-miR-767-5p	132	157	86	110	111	161	82	74
hsa-miR-769-3p	227	253	158	199	272	426	282	316
hsa-miR-769-5p	3502	3806	3429	3218	3666	5996	3810	4156
hsa-miR-770-5p	0	0	0	0	0	0	0	0
hsa-miR-7702	0	0	0	0	0	1	1	0
hsa-miR-7703	4	1	0	0	1	1	0	0
hsa-miR-7704	0	0	1	0	0	0	0	0
hsa-miR-7705	4	1	8	5	8	6	5	3
